Adresas,security,floor,total_floor_num,rent_price,room_num,year_full,Papildoma įranga:,Papildomos patalpos:,house_type,area,general,heating,year,year_renovation,floors_from_top,top_floor,district,Internetas,Nauja elektros instaliacija,Kabelinė televizija,Uždaras kiemas,Virtuvė sujungta,Tualetas ir vonia atskirai,Aukštos lubos,Nauja kanalizacija,Šarvuotos durys,Kodinė laiptinės spyna,Signalizacija,Videokameros,Budintis sargas
https://www.aruodas.lt/butu-nuoma-vilniuje-lazdynuose-architektu-g-nuomuojamas-jaukus-stilingas-1-kambario-4-952573/,"Šarvuotos durys
Kodinė laiptinės spyna",3.0,5.0,349,1.0,1970,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Plastikiniai vamzdžiai
Dušo kabina",Rūsys,Blokinis,33.0,"Nauja kanalizacija
Nauja elektros instaliacija
Internetas
Kabelinė televizija",Centrinis,1970,,2.0,0,lazdynuose,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-svitrigailos-g-nuomojami-bendrabucio-tipo-kambariai-butai-4-952571/,None,4.0,4.0,200,1.0,1980,,,Mūrinis,25.0,None,Centrinis,1980,,0.0,1,naujamiestyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-j-jasinskio-g-kokybiskai-irengtas-2k-butas-j-jasinskio-g-4-952567/,None,6.0,6.0,550,2.0,2018,,,Mūrinis,40.0,None,Centrinis kolektorinis,2018,,0.0,1,senamiestyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-kriviu-g-isnuomojamas-kokybiskai-irengtas-2-iu-4-952565/,"Šarvuotos durys
Signalizacija
Videokameros
Kodinė laiptinės spyna",3.0,3.0,650,2.0,2007,"Židinys
Su baldais
Skalbimo mašina
Šaldytuvas
Virtuvės komplektas
Viryklė
Plastikiniai vamzdžiai
Indaplovė
Dušo kabina
Vonia","Balkonas
Vieta automobiliui
Terasa",Mūrinis,74.0,"Uždaras kiemas
Internetas
Aukštos lubos
Butas per kelis aukštus
Nauja kanalizacija
Nauja elektros instaliacija
Virtuvė sujungta su kambariu
Kabelinė televizija","Centrinis kolektorinis, centrinis",2007,,0.0,1,uzupyje,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,
https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-sporto-g-nuomojamas-modernus-2-kambariu-butas-sporto-g-4-952563/,None,7.0,9.0,550,2.0,2005,"Su baldais
Skalbimo mašina
Šaldytuvas
Virtuvės komplektas
Viryklė
Vonia",Vieta automobiliui,Mūrinis,69.0,"Uždaras kiemas
Aukštos lubos",Centrinis,2005,,2.0,0,zirmunuose,,,,1.0,,,1.0,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-bitininku-g-naujos-statybos-name-isnuomojamas-1-kambario-4-952559/,"Šarvuotos durys
Kodinė laiptinės spyna",8.0,8.0,350,1.0,2001,"Skalbimo mašina
Su baldais
Šaldytuvas
Šildomos grindys
Virtuvės komplektas
Viryklė
Plastikiniai vamzdžiai
Dušo kabina",Balkonas,Mūrinis,39.0,"Nauja kanalizacija
Nauja elektros instaliacija
Internetas
Kabelinė televizija",Dujinis,2001,,0.0,1,jeruzaleje,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-bitininku-g-naujos-statybos-name-isnuomojamas-1-kambario-4-952367/,"Šarvuotos durys
Kodinė laiptinės spyna",8.0,8.0,350,1.0,2001,"Skalbimo mašina
Su baldais
Šaldytuvas
Šildomos grindys
Virtuvės komplektas
Viryklė
Plastikiniai vamzdžiai
Dušo kabina",Balkonas,Mūrinis,39.0,"Nauja kanalizacija
Nauja elektros instaliacija
Internetas
Kabelinė televizija",Dujinis,2001,,0.0,1,baltupiuose,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-polocko-g-nuomojamas-erdvus-4-kambariu-butas-uzupio-4-952539/,None,3.0,3.0,1200,4.0,2016,,,Mūrinis,89.2,None,Centrinis kolektorinis,2016,,0.0,1,uzupyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-apolinaro-juozo-povilaicio-g-nuomojamas-tvarkingas-2-atskiru-kambariu-4-952549/,"Šarvuotos durys
Kodinė laiptinės spyna",6.0,9.0,350,2.0,1974,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Vonia",Balkonas,Blokinis,48.0,"Tualetas ir vonia atskirai
Internetas
Kabelinė televizija",Centrinis,1974,,3.0,0,karoliniskese,1.0,,1.0,,,1.0,,,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-apolinaro-juozo-povilaicio-g-nuomojamas-2-kamb-butas-vilniuje-4-952439/,Kodinė laiptinės spyna,6.0,9.0,330,2.0,1974,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Vonia",Balkonas,Blokinis,50.0,Tualetas ir vonia atskirai,Centrinis,1974,,3.0,0,karoliniskese,,,,,,1.0,,,,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-mindaugo-g-nuomojamas-stilingai-irengtas-jaukus-butas-4-952543/,"Šarvuotos durys
Signalizacija
Kodinė laiptinės spyna
Videokameros",4.0,5.0,1450,3.0,2016,"Kondicionierius
Skalbimo mašina
Su baldais
Šaldytuvas
Šildomos grindys
Virtuvės komplektas
Viryklė
Indaplovė
Dušo kabina
Vonia","Balkonas
Vieta automobiliui
Drabužinė",Mūrinis,88.0,"Aukštos lubos
Tualetas ir vonia atskirai
Nauja kanalizacija
Nauja elektros instaliacija
Uždaras kiemas
Internetas
Kabelinė televizija
Virtuvė sujungta su kambariu",Centrinis kolektorinis,2016,,1.0,0,naujamiestyje,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-mindaugo-g-nuomojamas-stilingai-irengtas-jaukus-butas-4-935435/,"Šarvuotos durys
Signalizacija
Kodinė laiptinės spyna
Videokameros",4.0,5.0,1450,3.0,2016,"Skalbimo mašina
Su baldais
Šaldytuvas
Šildomos grindys
Virtuvės komplektas
Dušo kabina","Sandėliukas
Balkonas
Vieta automobiliui
Drabužinė",Mūrinis,88.0,"Aukštos lubos
Tualetas ir vonia atskirai
Nauja kanalizacija
Nauja elektros instaliacija
Internetas
Virtuvė sujungta su kambariu
Buto dalis",Centrinis kolektorinis,2016,,1.0,0,senamiestyje,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
https://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-seskines-g-isnuomojamas-seskines-apzvalgos-butas-su-viso-4-952537/,Šarvuotos durys,16.0,16.0,1001,3.0,2005,"Kondicionierius
Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Indaplovė
Dušo kabina","Sandėliukas
Balkonas
Vieta automobiliui
Drabužinė",Mūrinis,135.0,"Uždaras kiemas
Internetas
Kabelinė televizija
Virtuvė sujungta su kambariu",Centrinis kolektorinis,2005,,0.0,1,seskineje,1.0,,1.0,1.0,1.0,,,,1.0,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-seskines-g-isnuomomaji-ko-gero-auksciausiai-esantys-4-932799/,"Šarvuotos durys
Signalizacija
Kodinė laiptinės spyna",16.0,16.0,1000,3.0,2005,"Kondicionierius
Skalbimo mašina
Su baldais
Šaldytuvas
Šildomos grindys
Virtuvės komplektas
Viryklė
Indaplovė
Dušo kabina","Balkonas
Vieta automobiliui",Mūrinis,130.0,"Tualetas ir vonia atskirai
Internetas
Kabelinė televizija
Virtuvė sujungta su kambariu",Centrinis kolektorinis,2005,,0.0,1,seskineje,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujojoje-vilnioje-parko-g-ramioje-vietoje-naujojoje-vilnioje-4-952529/,None,2.0,5.0,250,1.0,1989,,,Mūrinis,32.0,None,Centrinis,1989,,3.0,0,naujojoje-vilnioje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-lazdyneliuose-lazdyneliu-g-butas-naujas-busite-pirmi-gyventojai-jame-4-952521/,"Šarvuotos durys
Kodinė laiptinės spyna
Videokameros",3.0,4.0,550,2.0,2019,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Plastikiniai vamzdžiai
Indaplovė
Vonia",Balkonas,Mūrinis,53.0,"Nauja kanalizacija
Nauja elektros instaliacija
Internetas
Kabelinė televizija
Virtuvė sujungta su kambariu",Centrinis kolektorinis,2019,,1.0,0,lazdyneliuose,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-smolensko-g-isnuomojamas-1-kamb-20-kvm-butas-smolensko-4-950273/,Šarvuotos durys,4.0,4.0,350,1.0,1981,"Kondicionierius
Skalbimo mašina
Su baldais",,Mūrinis,20.0,"Internetas
Kabelinė televizija
Virtuvė sujungta su kambariu",Elektra,1981,,0.0,1,naujamiestyje,1.0,,1.0,,1.0,,,,1.0,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-bajoruose-bajoru-kel-nuomojamas-tvarkingas-grazus-butas-kartu-su-4-952515/,"Šarvuotos durys
Kodinė laiptinės spyna",2.0,4.0,450,1.0,2010,"Skalbimo mašina
Su baldais
Šaldytuvas
Šildomos grindys
Virtuvės komplektas
Viryklė
Indaplovė
Vonia","Balkonas
Vieta automobiliui",Mūrinis,46.0,"Uždaras kiemas
Internetas
Kabelinė televizija
Virtuvė sujungta su kambariu",Centrinis kolektorinis,2010,,2.0,0,bajoruose,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-vyduno-g-tvarkingas-2-u-kambariu-butas-pilaiteje-4-952513/,None,9.0,9.0,270,1.0,1994,,,Mūrinis,50.0,None,Centrinis,1994,,0.0,1,pilaiteje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-mindaugo-g-nuomojamas-erdvus-kokybiskai-irengtas-ir-4-952511/,"Šarvuotos durys
Signalizacija
Budintis sargas
Kodinė laiptinės spyna",3.0,5.0,500,2.0,2008,"Su baldais
Skalbimo mašina
Šaldytuvas
Virtuvės komplektas
Viryklė
Plastikiniai vamzdžiai
Indaplovė
Vonia","Vieta automobiliui
Sandėliukas
Drabužinė",Mūrinis,55.0,"Uždaras kiemas
Internetas
Butas palėpėje
Nauja kanalizacija
Nauja elektros instaliacija
Virtuvė sujungta su kambariu
Kabelinė televizija","Centrinis kolektorinis, centrinis",2008,,2.0,0,naujamiestyje,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0
https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-linkmenu-g-nuomojamas-vieno-kambario-butas-linkmenu-g-4-952503/,None,5.0,5.0,370,1.0,2018,,,Mūrinis,35.0,None,Centrinis kolektorinis,2018,,0.0,1,snipiskese,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-statybininku-g-nauji-butai-naujamiestyje-1-kambario-su-4-952501/,None,7.0,9.0,490,1.0,2019,,,Mūrinis,31.0,None,Centrinis kolektorinis,2019,,2.0,0,naujamiestyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-nuomojamas-jaukus-vieno-kambario-butas-4-952493/,None,5.0,5.0,300,1.0,1999,,,Mūrinis,33.0,None,Centrinis,1999,,0.0,1,zirmunuose,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-filaretuose-peteliskiu-g-nuomojamas-jaukus-dvieju-kambariu-butas-4-952489/,None,5.0,5.0,500,2.0,1999,,,Mūrinis,51.0,None,Centrinis,1999,,0.0,1,filaretuose,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-subaciaus-g-isnuomojamas-studio-tipo-butaskambarys-4-952477/,None,1.0,4.0,250,1.0,1958,,,Mūrinis,15.0,None,Centrinis,1958,,3.0,0,senamiestyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-kalvariju-g-ilgam-laikui-isnuomojamas-butas-kalvariju-g-4-952465/,Šarvuotos durys,1.0,9.0,265,1.0,1975,"Skalbimo mašina
Su baldais
Šaldytuvas
Viryklė
Plastikiniai vamzdžiai
Dušo kabina",Balkonas,Mūrinis,21.0,"Nauja kanalizacija
Nauja elektros instaliacija
Internetas
Kabelinė televizija
Virtuvė sujungta su kambariu",Centrinis,1975,,8.0,0,snipiskese,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-rugiu-g-butas-jau-laisvas-nuomojamas-vieno-kambario-4-951837/,"Šarvuotos durys
Kodinė laiptinės spyna",8.0,8.0,360,1.0,2003,"Skalbimo mašina
Su baldais
Šaldytuvas
Šildomos grindys
Virtuvės komplektas
Viryklė
Plastikiniai vamzdžiai
Vonia",Balkonas,Mūrinis,40.0,"Aukštos lubos
Internetas
Kabelinė televizija",Dujinis,2003,,0.0,1,jeruzaleje,1.0,,1.0,,,,1.0,,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-laisves-pr-nuomojamas-naujai-irengtas-sviesus-grazus-4-952451/,"Šarvuotos durys
Signalizacija
Kodinė laiptinės spyna",4.0,8.0,450,2.0,2008,"Skalbimo mašina
Su baldais
Šaldytuvas
Šildomos grindys
Virtuvės komplektas
Viryklė
Plastikiniai vamzdžiai
Dušo kabina",Balkonas,Mūrinis,59.0,"Nauja kanalizacija
Nauja elektros instaliacija
Uždaras kiemas
Virtuvė sujungta su kambariu",Centrinis kolektorinis,2008,,4.0,0,justiniskese,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,
https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zygio-g-isnuomojamas-jaukus-ir-sviesus-2-kambariu-4-952443/,"Šarvuotos durys
Kodinė laiptinės spyna",5.0,8.0,450,2.0,2007,"Su baldais
Skalbimo mašina
Šaldytuvas
Vonia","Balkonas
Terasa",Mūrinis,51.65,"Uždaras kiemas
Virtuvė sujungta su kambariu",Centrinis kolektorinis,2007,,3.0,0,zirmunuose,,,,1.0,1.0,,,,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-studentu-g-nuomojamas-tvarkingas-1-kambario-butas-4-952421/,"Šarvuotos durys
Kodinė laiptinės spyna",1.0,5.0,300,1.0,"1964 statyba, 2018 renovacija","Su baldais
Skalbimo mašina
Vonia",,Blokinis,19.0,Virtuvė sujungta su kambariu,Centrinis,1964,2018.0,4.0,0,snipiskese,,,,,1.0,,,,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-studentu-g-nuomojamas-tvarkingas-1-kambario-butas-4-952419/,"Šarvuotos durys
Kodinė laiptinės spyna",1.0,5.0,300,1.0,"1964 statyba, 2018 renovacija","Su baldais
Skalbimo mašina
Vonia",,Blokinis,19.0,Virtuvė sujungta su kambariu,Centrinis,1964,2018.0,4.0,0,zveryne,,,,,1.0,,,,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-totoriu-g-nuomojamas-ypatingai-jaukus-sviesus-ir-4-952417/,"Šarvuotos durys
Signalizacija
Videokameros
Kodinė laiptinės spyna",4.0,4.0,800,3.0,1940,"Su baldais
Kondicionierius
Skalbimo mašina
Šaldytuvas
Virtuvės komplektas
Viryklė
Dušo kabina","Balkonas
Vieta automobiliui",Mūrinis,68.0,"Internetas
Virtuvė sujungta su kambariu
Kabelinė televizija","Dujinis, centrinis kolektorinis, kita",1940,,0.0,1,senamiestyje,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-totoriu-g-vilniaus-senamiestyje-totoriu-g-patogioje-4-952363/,"Šarvuotos durys
Signalizacija
Kodinė laiptinės spyna",4.0,4.0,800,3.0,1956,"Kondicionierius
Skalbimo mašina
Su baldais
Šaldytuvas
Šildomos grindys
Virtuvės komplektas
Viryklė
Indaplovė
Dušo kabina","Terasa
Vieta automobiliui",Mūrinis,68.0,"Aukštos lubos
Nauja elektros instaliacija
Uždaras kiemas
Internetas
Kabelinė televizija
Virtuvė sujungta su kambariu",Dujinis,1956,,0.0,1,senamiestyje,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-sodu-g-nuomojamas-isskirtinio-interjero-2-ju-4-952415/,"Šarvuotos durys
Signalizacija
Kodinė laiptinės spyna",3.0,4.0,1200,2.0,1903,"Su baldais
Skalbimo mašina
Šaldytuvas
Virtuvės komplektas
Viryklė
Plastikiniai vamzdžiai
Indaplovė
Dušo kabina",,Mūrinis,50.0,"Internetas
Aukštos lubos
Nauja kanalizacija
Nauja elektros instaliacija
Kabelinė televizija","Dujinis, kita",1903,,1.0,0,senamiestyje,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,
https://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-taikos-g-nuomojamas-sviesus-dvieju-atskiru-kambariu-4-952409/,None,4.0,5.0,350,2.0,1985,,,Blokinis,50.0,None,Centrinis,1985,,1.0,0,justiniskese,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-antakalnio-g-isnuomojamas-2-kambariu-butas-antakalnyje-4-952403/,"Šarvuotos durys
Kodinė laiptinės spyna",2.0,5.0,350,2.0,1966,"Su baldais
Skalbimo mašina
Vonia",Balkonas,Mūrinis,49.18,"Internetas
Tualetas ir vonia atskirai
Kabelinė televizija",Centrinis,1966,,3.0,0,antakalnyje,1.0,,1.0,,,1.0,,,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-savanoriu-pr-nuomojamas-jaukus-naujai-suremontuotas-4-952383/,None,3.0,5.0,380,2.0,1979,,,Blokinis,48.0,None,Centrinis,1979,,2.0,0,naujamiestyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-virsuliskese-virsuliskiu-g-nuomojamas-3-kamb-butas-vilniuje-4-952381/,Kodinė laiptinės spyna,5.0,12.0,370,3.0,1972,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Vonia",Balkonas,Monolitinis,62.0,Tualetas ir vonia atskirai,Centrinis,1972,,7.0,0,virsuliskese,,,,,,1.0,,,,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-ukmerges-g-nuomojamas-1-kamb-butas-vilniuje-seskine-4-952377/,Kodinė laiptinės spyna,2.0,5.0,300,1.0,1979,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Vonia",Balkonas,Blokinis,36.0,Tualetas ir vonia atskirai,Centrinis,1979,,3.0,0,seskineje,,,,,,1.0,,,,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-ukmerges-g-nuomojamas-vieno-kambario-butas-seskineje-4-952045/,Kodinė laiptinės spyna,2.0,5.0,300,1.0,1979,"Su baldais
Skalbimo mašina
Šaldytuvas
Virtuvės komplektas
Viryklė
Vonia",Balkonas,Blokinis,36.0,Tualetas ir vonia atskirai,Centrinis,1979,,3.0,0,seskineje,,,,,,1.0,,,,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-paribio-g-stilingas-ir-kokybiskai-irengtas-butas-naujos-4-952373/,"Šarvuotos durys
Signalizacija
Videokameros",1.0,3.0,450,1.0,2009,"Su baldais
Skalbimo mašina
Šaldytuvas
Virtuvės komplektas
Viryklė
Plastikiniai vamzdžiai
Indaplovė
Dušo kabina",Terasa,Mūrinis,28.0,"Internetas
Aukštos lubos
Nauja kanalizacija
Nauja elektros instaliacija
Kabelinė televizija","Centrinis, centrinis kolektorinis",2009,,2.0,0,zveryne,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-bistrycios-g-nuomojamas-kompaktiskas-jaukus-2-kambariu-4-952635/,"Šarvuotos durys
Kodinė laiptinės spyna",5.0,5.0,380,2.0,1970,"Su baldais
Skalbimo mašina",,Mūrinis,34.44,Virtuvė sujungta su kambariu,Centrinis,1970,,0.0,1,antakalnyje,,,,,1.0,,,,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-jurgio-lebedzio-g-isnuomuojamas-sviesus-erdvus-irengtas-4-902475/,"Šarvuotos durys
Kodinė laiptinės spyna",5.0,5.0,360,1.0,2018,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Dušo kabina",Vieta automobiliui,Mūrinis,23.0,"Internetas
Kabelinė televizija
Virtuvė sujungta su kambariu",Centrinis kolektorinis,2018,,0.0,1,zirmunuose,1.0,,1.0,,1.0,,,,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-saltkalviu-g-isnuomojamas-tvarkingas-kambarys-su-visais-4-905007/,None,2.0,5.0,190,1.0,1978,,,Mūrinis,17.0,None,Centrinis,1978,,3.0,0,naujininkuose,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-didzioji-g-isnuomojamas-erdvus-ir-sviesus-siltas-3-4-4-952261/,None,3.0,3.0,700,4.0,1940,,,Mūrinis,103.0,None,Centrinis,1940,,0.0,1,senamiestyje,,,,,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-mindaugo-g-nuomojamas-erdvus-dvieju-kambariu-butas-4-951891/,"Šarvuotos durys
Kodinė laiptinės spyna",2.0,4.0,550,2.0,1940,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Plastikiniai vamzdžiai
Dušo kabina
Vonia",,Mūrinis,61.0,"Aukštos lubos
Nauja kanalizacija
Nauja elektros instaliacija
Internetas
Kabelinė televizija
Virtuvė sujungta su kambariu",Elektra,1940,,2.0,0,senamiestyje,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-s-moniuskos-g-nuomojamas-jaukus-strategiskai-patogioje-4-952053/,None,2.0,2.0,400,2.0,1942,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Plastikiniai vamzdžiai",,Medinis,34.0,"Atskiras įėjimas
Uždaras kiemas
Internetas",Dujinis,1942,,0.0,1,zveryne,1.0,,,1.0,,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-justiniskiu-g-strategiskai-patogioje-vietoje-justiniskese-4-950365/,"Šarvuotos durys
Kodinė laiptinės spyna
Videokameros",3.0,5.0,370,1.0,2018,"Skalbimo mašina
Su baldais
Šaldytuvas
Šildomos grindys
Virtuvės komplektas
Viryklė
Plastikiniai vamzdžiai
Indaplovė
Vonia","Balkonas
Vieta automobiliui",Mūrinis,32.0,"Nauja kanalizacija
Nauja elektros instaliacija
Internetas
Kabelinė televizija
Virtuvė sujungta su kambariu",Centrinis kolektorinis,2018,,2.0,0,justiniskese,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,
https://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-apolinaro-juozo-povilaicio-g-strategiskai-patogioje-vietoje-povilaicio-g-4-952359/,Šarvuotos durys,6.0,9.0,330,2.0,1974,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Vonia","Balkonas
Vieta automobiliui",Mūrinis,51.0,"Tualetas ir vonia atskirai
Nauja elektros instaliacija
Internetas
Kabelinė televizija",Centrinis,1974,,3.0,0,karoliniskese,1.0,1.0,1.0,,,1.0,,,1.0,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-savanoriu-pr-nuomojamas-3k-butas-naujamiescio-namai-4-950033/,"Šarvuotos durys
Kodinė laiptinės spyna",3.0,9.0,750,3.0,2013,"Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Indaplovė
Vonia","Balkonas
Vieta automobiliui
Drabužinė",Mūrinis,68.0,"Nauja kanalizacija
Uždaras kiemas
Internetas
Virtuvė sujungta su kambariu",Centrinis kolektorinis,2013,,6.0,0,naujamiestyje,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-gedimino-pr-isnuomojamas-isskirtinio-interjero-puikioje-4-948447/,"Šarvuotos durys
Kodinė laiptinės spyna",5.0,6.0,600,2.0,1953,"Skalbimo mašina
Su baldais
Šaldytuvas
Šildomos grindys
Virtuvės komplektas
Viryklė
Indaplovė
Vonia",Balkonas,Mūrinis,58.0,"Aukštos lubos
Nauja kanalizacija
Nauja elektros instaliacija
Uždaras kiemas
Internetas",Centrinis,1953,,1.0,0,senamiestyje,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-siaures-miestelyje-s-zukausko-g-nuomojamas-isskirtinis-butas-su-senamiescio-4-952393/,Kodinė laiptinės spyna,7.0,8.0,740,3.0,2004,"Su baldais
Skalbimo mašina
Vonia",,Mūrinis,96.58,"Internetas
Aukštos lubos
Butas per kelis aukštus
Virtuvė sujungta su kambariu
Kabelinė televizija",Centrinis kolektorinis,2004,,1.0,0,siaures-miestelyje,1.0,,1.0,,1.0,,1.0,,,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-s-zukausko-g-nuomojamas-isskirtinis-butas-su-senamiescio-4-952391/,Kodinė laiptinės spyna,7.0,8.0,740,3.0,2004,"Su baldais
Skalbimo mašina
Vonia",,Mūrinis,96.58,"Internetas
Aukštos lubos
Butas per kelis aukštus
Virtuvė sujungta su kambariu
Kabelinė televizija",Centrinis kolektorinis,2004,,1.0,0,zirmunuose,1.0,,1.0,,1.0,,1.0,,,1.0,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-vytenio-g-nuomojamas-visiskai-naujai-irengtas-butas-4-951625/,"Šarvuotos durys
Kodinė laiptinės spyna",1.0,5.0,490,2.0,1968,"Kondicionierius
Skalbimo mašina
Su baldais
Šaldytuvas
Virtuvės komplektas
Viryklė
Dušo kabina",Vieta automobiliui,Blokinis,46.0,"Nauja kanalizacija
Nauja elektros instaliacija
Internetas
Kabelinė televizija",Centrinis,1968,,4.0,0,senamiestyje,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,
